Date,Open,High,Low,Close,Adj Close,Volume
2021-08-06,44.099998474121094,44.45000076293945,43.849998474121094,44.04999923706055,40.656978607177734,1007377
2021-08-09,44.599998474121094,44.70000076293945,43.95000076293945,44.04999923706055,40.656978607177734,1064858
2021-08-10,44.20000076293945,44.650001525878906,43.150001525878906,43.29999923706055,39.96474075317383,2138583
2021-08-11,43.29999923706055,43.29999923706055,42.04999923706055,42.349998474121094,39.087921142578125,2644292
2021-08-12,42.54999923706055,44.849998474121094,42.45000076293945,44.099998474121094,40.703125,6164774
2021-08-13,44.5,45.45000076293945,44.0,44.400001525878906,40.980018615722656,4712749
2021-08-16,44.70000076293945,44.75,42.79999923706055,42.95000076293945,39.64170455932617,3307356
2021-08-17,43.04999923706055,43.25,42.150001525878906,42.20000076293945,38.94947814941406,2252946
2021-08-18,42.20000076293945,43.0,42.099998474121094,42.349998474121094,39.50922775268555,2244645
2021-08-20,42.0,42.25,41.599998474121094,41.75,38.9494743347168,1207566
2021-08-23,42.0,42.25,40.599998474121094,40.70000076293945,37.96990966796875,1645292
2021-08-24,40.900001525878906,40.95000076293945,40.150001525878906,40.650001525878906,37.92326354980469,2188496
2021-08-25,40.95000076293945,44.25,40.79999923706055,43.75,40.8153190612793,8120841
2021-08-26,43.849998474121094,43.849998474121094,42.54999923706055,42.95000076293945,40.0689811706543,2249367
2021-08-27,42.900001525878906,43.0,42.400001525878906,42.849998474121094,39.97568893432617,968232
2021-08-30,42.849998474121094,43.099998474121094,42.75,42.95000076293945,40.0689811706543,910663
2021-08-31,42.95000076293945,43.75,42.79999923706055,43.04999923706055,40.16227340698242,854461
2021-09-01,43.04999923706055,43.29999923706055,42.849998474121094,43.0,40.11562728881836,967439
2021-09-02,43.150001525878906,43.25,42.79999923706055,42.95000076293945,40.0689811706543,913625
2021-09-03,43.0,43.900001525878906,43.0,43.45000076293945,40.53544235229492,1257895
2021-09-06,43.900001525878906,43.95000076293945,43.400001525878906,43.70000076293945,40.768672943115234,1231480
2021-09-07,43.79999923706055,44.95000076293945,43.5,44.25,41.281776428222656,3061610
2021-09-08,44.400001525878906,45.75,44.150001525878906,44.95000076293945,41.9348258972168,5844843
2021-09-09,45.5,45.75,45.29999923706055,45.349998474121094,42.3079948425293,2527808
2021-09-13,45.599998474121094,45.70000076293945,45.04999923706055,45.20000076293945,42.16805648803711,2079053
2021-09-14,45.29999923706055,45.5,45.20000076293945,45.29999923706055,42.26134490966797,1912730
2021-09-15,45.45000076293945,46.25,45.29999923706055,45.75,42.6811637878418,5619784
2021-09-16,44.400001525878906,45.0,44.150001525878906,44.849998474121094,43.456302642822266,2240149
2021-09-17,45.150001525878906,45.150001525878906,43.75,44.79999923706055,43.407859802246094,1966390
2021-09-20,45.0,45.29999923706055,43.599998474121094,43.900001525878906,42.53582763671875,2305410
2021-09-21,43.70000076293945,43.900001525878906,42.79999923706055,43.099998474121094,41.760684967041016,2046907
2021-09-22,43.70000076293945,43.79999923706055,43.25,43.599998474121094,42.24514389038086,862713
2021-09-23,44.0,45.0,43.79999923706055,44.54999923706055,43.165626525878906,1668803
2021-09-24,45.0,46.599998474121094,44.599998474121094,45.79999923706055,44.37678146362305,9786989
2021-09-27,46.5,46.70000076293945,45.099998474121094,45.29999923706055,43.89231872558594,2322491
2021-09-28,45.5,45.900001525878906,45.04999923706055,45.150001525878906,43.74698257446289,1495414
2021-09-29,45.70000076293945,45.95000076293945,45.04999923706055,45.5,44.08610534667969,1727378
2021-09-30,45.70000076293945,45.75,45.099998474121094,45.20000076293945,43.79542922973633,1054393
2021-10-01,45.20000076293945,45.25,44.849998474121094,45.099998474121094,43.69853210449219,996063
2021-10-04,45.29999923706055,45.349998474121094,44.95000076293945,45.099998474121094,43.69853210449219,1318198
2021-10-05,45.29999923706055,48.04999923706055,45.0,47.5,46.023956298828125,11143516
2021-10-06,48.25,48.400001525878906,46.54999923706055,46.79999923706055,45.345706939697266,5805438
2021-10-07,47.70000076293945,47.79999923706055,46.79999923706055,46.900001525878906,45.44260025024414,1893320
2021-10-08,47.29999923706055,47.29999923706055,46.099998474121094,46.29999923706055,44.861244201660156,2320388
2021-10-11,46.54999923706055,46.54999923706055,45.79999923706055,45.95000076293945,44.52212142944336,1767750
2021-10-12,45.95000076293945,46.400001525878906,45.400001525878906,45.95000076293945,44.52212142944336,3859262
2021-10-13,46.29999923706055,47.0,45.75,46.5,45.05502700805664,3022484
2021-10-14,46.900001525878906,46.900001525878906,46.400001525878906,46.5,45.05502700805664,1756607
2021-10-18,47.25,48.5,46.900001525878906,48.25,46.75065231323242,6179457
2021-10-19,48.900001525878906,48.900001525878906,46.150001525878906,46.650001525878906,45.20037078857422,3894323
2021-10-20,46.400001525878906,46.70000076293945,44.75,45.75,44.328338623046875,2482031
2021-10-21,45.849998474121094,48.150001525878906,45.75,47.400001525878906,45.92706298828125,5034130
2021-10-22,47.45000076293945,52.900001525878906,46.75,51.54999923706055,49.94810485839844,33459941
2021-10-25,52.900001525878906,53.400001525878906,47.5,48.79999923706055,47.2835578918457,21569551
2021-10-26,49.0,50.75,48.349998474121094,49.75,48.204036712646484,9665771
2021-10-27,49.599998474121094,49.599998474121094,48.25,48.45000076293945,46.944435119628906,4282224
2021-10-28,48.45000076293945,49.5,47.599998474121094,48.0,46.508419036865234,5230777
2021-10-29,47.0,48.099998474121094,46.04999923706055,47.25,45.78172302246094,3618329
2021-11-01,47.650001525878906,47.900001525878906,46.95000076293945,47.04999923706055,45.58794021606445,1525355
2021-11-02,47.099998474121094,47.849998474121094,47.099998474121094,47.20000076293945,45.733280181884766,1392362
2021-11-03,47.29999923706055,47.650001525878906,46.5,46.900001525878906,45.44260025024414,1591472
2021-11-04,47.5,47.95000076293945,47.29999923706055,47.70000076293945,46.21773910522461,709178
2021-11-08,48.25,48.95000076293945,47.349998474121094,48.29999923706055,46.799095153808594,2477154
2021-11-09,48.599998474121094,50.75,48.29999923706055,49.650001525878906,48.107147216796875,9157557
2021-11-10,49.900001525878906,50.400001525878906,49.04999923706055,49.25,47.719573974609375,3106388
2021-11-11,49.45000076293945,49.70000076293945,48.25,48.650001525878906,47.138221740722656,1513862
2021-11-12,49.0,49.95000076293945,48.54999923706055,48.79999923706055,47.2835578918457,4058087
2021-11-15,49.099998474121094,49.20000076293945,48.25,48.400001525878906,46.895992279052734,1966274
2021-11-16,48.20000076293945,48.599998474121094,47.099998474121094,47.650001525878906,46.16929626464844,1350544
2021-11-17,47.20000076293945,48.099998474121094,46.849998474121094,47.25,45.78172302246094,1615472
2021-11-18,47.5,47.599998474121094,46.25,46.599998474121094,45.151920318603516,2646748
2021-11-22,46.599998474121094,47.95000076293945,45.45000076293945,46.900001525878906,46.135623931884766,2494694
2021-11-23,46.79999923706055,47.45000076293945,45.79999923706055,46.75,45.988067626953125,3309148
2021-11-24,47.0,47.20000076293945,46.29999923706055,46.400001525878906,45.643775939941406,1019218
2021-11-25,46.45000076293945,46.75,45.95000076293945,46.150001525878906,45.397850036621094,912783
2021-11-26,45.95000076293945,46.400001525878906,45.0,45.29999923706055,44.56169891357422,2103599
2021-11-29,45.29999923706055,45.349998474121094,43.75,45.04999923706055,44.315773010253906,1605614
