Date,Open,High,Low,Close,Adj Close,Volume
2021-08-06,785.0,789.2000122070312,717.0,732.7999877929688,732.7999877929688,4458779
2021-08-09,714.1500244140625,725.7999877929688,673.5,681.2000122070312,681.2000122070312,2627505
2021-08-10,682.0,717.8499755859375,681.2000122070312,692.0,692.0,2162131
2021-08-11,697.7999877929688,700.0,656.7000122070312,677.1500244140625,677.1500244140625,1079483
2021-08-12,677.3499755859375,683.0,665.25,669.5,669.5,608308
2021-08-13,674.5499877929688,686.9500122070312,659.0,662.1500244140625,662.1500244140625,924540
2021-08-16,659.5,662.0,627.8499755859375,634.0999755859375,634.0999755859375,1131209
2021-08-17,629.0,654.9500122070312,627.0,635.4500122070312,635.4500122070312,842573
2021-08-18,638.7999877929688,643.0,626.25,631.9000244140625,631.9000244140625,411932
2021-08-20,618.0,628.5,598.0,601.5999755859375,601.5999755859375,745763
2021-08-23,611.6500244140625,615.0,576.0,581.6500244140625,581.6500244140625,713988
2021-08-24,583.0,595.75,562.5499877929688,587.4000244140625,587.4000244140625,774264
2021-08-25,588.4500122070312,597.2999877929688,578.0,581.5499877929688,581.5499877929688,757505
2021-08-26,584.75,592.3499755859375,579.5,581.75,581.75,488872
2021-08-27,585.6500244140625,608.7000122070312,580.0499877929688,603.2000122070312,603.2000122070312,1330779
2021-08-30,608.0,615.7000122070312,602.2999877929688,607.7000122070312,607.7000122070312,536406
2021-08-31,609.0,622.9500122070312,608.0,613.4000244140625,613.4000244140625,592795
2021-09-01,615.0,618.3499755859375,602.0,608.9000244140625,608.9000244140625,383916
2021-09-02,610.0,623.9000244140625,610.0,613.5499877929688,613.5499877929688,545941
2021-09-03,616.5,619.2999877929688,609.5499877929688,613.2999877929688,613.2999877929688,248179
2021-09-06,618.9500122070312,619.5499877929688,605.1500244140625,610.0999755859375,610.0999755859375,251059
2021-09-07,611.0,611.0,593.2000122070312,600.0499877929688,600.0499877929688,293677
2021-09-08,599.0,608.1500244140625,588.25,596.1500244140625,596.1500244140625,361430
2021-09-09,595.0,604.0,593.0,596.0999755859375,596.0999755859375,316633
2021-09-13,596.0,601.0499877929688,586.0,597.5499877929688,597.5499877929688,301452
2021-09-14,599.75,604.75,595.9000244140625,600.7999877929688,600.7999877929688,349097
2021-09-15,602.9000244140625,642.4000244140625,601.2999877929688,622.0999755859375,622.0999755859375,2345659
2021-09-16,623.7999877929688,624.75,607.6500244140625,618.5,618.5,635947
2021-09-17,621.0,621.75,598.7000122070312,609.4000244140625,609.4000244140625,523423
