Date,Open,High,Low,Close,Adj Close,Volume
2021-08-06,782.7999877929688,789.0,771.0499877929688,773.0999755859375,770.5442504882812,161288
2021-08-09,771.0499877929688,777.2999877929688,762.0,764.9500122070312,762.4212646484375,176051
2021-08-10,767.7000122070312,771.9000244140625,745.5499877929688,756.25,753.75,265679
2021-08-11,754.5999755859375,778.9500122070312,720.6500244140625,772.4500122070312,772.4500122070312,570277
2021-08-12,779.0,781.9500122070312,760.5499877929688,774.1500244140625,774.1500244140625,256036
2021-08-13,774.0,798.0,769.8499755859375,775.4000244140625,775.4000244140625,541903
2021-08-16,781.4000244140625,781.4000244140625,752.4500122070312,770.5499877929688,770.5499877929688,190969
2021-08-17,770.0,790.0,768.5999755859375,787.9000244140625,787.9000244140625,488484
2021-08-18,794.2000122070312,800.0,771.0499877929688,791.0,791.0,836873
2021-08-20,794.0,810.0,786.6500244140625,806.6500244140625,806.6500244140625,1225083
2021-08-23,819.0,840.0,815.0999755859375,833.5,833.5,2116302
2021-08-24,837.0,839.0,800.8499755859375,806.7999877929688,806.7999877929688,658419
2021-08-25,812.5999755859375,836.0,812.0,830.7999877929688,830.7999877929688,339597
2021-08-26,829.9500122070312,854.0,829.0499877929688,849.6500244140625,849.6500244140625,1116542
2021-08-27,853.9500122070312,860.0,843.0,852.4500122070312,852.4500122070312,601960
2021-08-30,856.0,859.0,845.0,848.5999755859375,848.5999755859375,454238
2021-08-31,849.0,859.0,830.0,846.9500122070312,846.9500122070312,369194
2021-09-01,846.9000244140625,860.0,833.0499877929688,846.7000122070312,846.7000122070312,382412
2021-09-02,850.0,888.0,846.5,882.4000244140625,882.4000244140625,689836
2021-09-03,892.9500122070312,914.0,891.0499877929688,907.75,907.75,1060054
2021-09-06,920.2000122070312,952.0,920.2000122070312,939.3499755859375,939.3499755859375,1243852
2021-09-07,946.0,946.0,910.0999755859375,926.5499877929688,926.5499877929688,747252
2021-09-08,933.4500122070312,938.2999877929688,923.2000122070312,927.7999877929688,927.7999877929688,457045
2021-09-09,927.7999877929688,945.0,912.0,935.4500122070312,935.4500122070312,392484
2021-09-13,941.2999877929688,945.0,918.0,928.7000122070312,928.7000122070312,337979
2021-09-14,936.7999877929688,941.9000244140625,912.4500122070312,931.4500122070312,931.4500122070312,392254
2021-09-15,934.5999755859375,943.0999755859375,927.9500122070312,935.5999755859375,935.5999755859375,225109
2021-09-16,940.0,940.0,926.0,933.7000122070312,933.7000122070312,341553
2021-09-17,936.7999877929688,936.7999877929688,870.1500244140625,882.0999755859375,882.0999755859375,419199
2021-09-20,882.0999755859375,907.75,872.0999755859375,876.2999877929688,876.2999877929688,385035
2021-09-21,876.2999877929688,942.0,875.0,918.2999877929688,918.2999877929688,2566696
2021-09-22,925.0,938.75,907.25,915.9500122070312,915.9500122070312,2547276
2021-09-23,915.0,937.1500244140625,915.0,931.0,931.0,312387
2021-09-24,936.2000122070312,942.0,916.0,928.2999877929688,928.2999877929688,316697
2021-09-27,936.9500122070312,939.8499755859375,897.0,902.75,902.75,245933
2021-09-28,908.0,920.4500122070312,891.0,906.6500244140625,906.6500244140625,235555
2021-09-29,906.6500244140625,917.9500122070312,895.0999755859375,900.0999755859375,900.0999755859375,320497
2021-09-30,899.0,920.2000122070312,885.0,897.5999755859375,897.5999755859375,494250
2021-10-01,900.1500244140625,916.0,883.5,910.2000122070312,910.2000122070312,963206
2021-10-04,915.0,919.0,908.4000244140625,916.6500244140625,916.6500244140625,152896
2021-10-05,916.6500244140625,924.4000244140625,910.25,913.9000244140625,913.9000244140625,260461
2021-10-06,917.0,917.5499877929688,894.0,896.0,896.0,476175
2021-10-07,902.9500122070312,910.0,894.0,906.0,906.0,354907
2021-10-08,911.9000244140625,911.9000244140625,892.4500122070312,900.75,900.75,216638
2021-10-11,924.3499755859375,924.4000244140625,906.7999877929688,913.5499877929688,913.5499877929688,465455
2021-10-12,918.9500122070312,919.75,908.0,909.7000122070312,909.7000122070312,189083
2021-10-13,916.0,916.0499877929688,895.1500244140625,897.0,897.0,312924
2021-10-14,899.4000244140625,903.9500122070312,891.0499877929688,898.0499877929688,898.0499877929688,845632
2021-10-18,905.0,919.7999877929688,896.0,900.2999877929688,900.2999877929688,383116
2021-10-19,907.1500244140625,918.8499755859375,897.2999877929688,904.6500244140625,904.6500244140625,299664
2021-10-20,906.9500122070312,908.9000244140625,837.0,850.6500244140625,850.6500244140625,961208
2021-10-21,852.9000244140625,861.6500244140625,815.25,829.5499877929688,829.5499877929688,873154
2021-10-22,832.0,855.4000244140625,822.2999877929688,830.5,830.5,455320
2021-10-25,839.2999877929688,839.2999877929688,808.7999877929688,820.0999755859375,820.0999755859375,608457
2021-10-26,828.0,830.0,812.0999755859375,824.2999877929688,824.2999877929688,608410
2021-10-27,825.3499755859375,829.0,811.0,815.7999877929688,815.7999877929688,457755
2021-10-28,816.0,842.0,816.0,823.4000244140625,823.4000244140625,421305
2021-10-29,825.0,854.2000122070312,810.0,849.3499755859375,849.3499755859375,1084029
2021-11-01,858.5,930.0,853.0,921.4500122070312,921.4500122070312,1335249
2021-11-02,922.0,923.2000122070312,902.8499755859375,918.0499877929688,918.0499877929688,362035
2021-11-03,920.9500122070312,942.0,919.5,937.9500122070312,937.9500122070312,569229
2021-11-04,943.0,952.0,931.5999755859375,936.9500122070312,936.9500122070312,105641
2021-11-08,938.9000244140625,1016.0,923.7000122070312,1004.9500122070312,1004.9500122070312,1828767
2021-11-09,1010.0,1011.2999877929688,952.75,966.0999755859375,966.0999755859375,893091
2021-11-10,968.0,968.0,944.0999755859375,947.75,947.75,392712
2021-11-11,952.6500244140625,952.6500244140625,915.0999755859375,921.5999755859375,921.5999755859375,314192
2021-11-12,928.7000122070312,980.0,913.0,971.8499755859375,971.8499755859375,667697
2021-11-15,980.0,994.4500122070312,927.0999755859375,932.75,932.75,565564
2021-11-16,938.6500244140625,939.6500244140625,916.0,921.9500122070312,921.9500122070312,446215
2021-11-17,924.7000122070312,942.0,920.5,930.75,930.75,347646
2021-11-18,930.75,955.0,917.0999755859375,949.6500244140625,949.6500244140625,478611
2021-11-22,955.2999877929688,958.9000244140625,898.1500244140625,912.6500244140625,912.6500244140625,418173
2021-11-23,909.4000244140625,942.0,902.4500122070312,919.0499877929688,919.0499877929688,281841
2021-11-24,929.4500122070312,937.4500122070312,906.0,915.7000122070312,915.7000122070312,305385
2021-11-25,908.0499877929688,920.0,892.5499877929688,911.2999877929688,911.2999877929688,318370
2021-11-26,911.2999877929688,917.6500244140625,882.0999755859375,883.8499755859375,883.8499755859375,349468
2021-11-29,883.0,885.0,843.4000244140625,872.4500122070312,872.4500122070312,403965
2021-11-30,872.0499877929688,905.0,872.0499877929688,891.4500122070312,891.4500122070312,306737
2021-12-01,894.5499877929688,903.7000122070312,877.0,890.9000244140625,890.9000244140625,187452
2021-12-02,893.2999877929688,918.0,884.75,911.0499877929688,911.0499877929688,281539
2021-12-03,911.0499877929688,911.3499755859375,874.9000244140625,878.1500244140625,878.1500244140625,252883
2021-12-06,876.25,899.9500122070312,873.1500244140625,885.5,885.5,211354
2021-12-07,888.0,892.9000244140625,867.5,871.4000244140625,871.4000244140625,209859
2021-12-08,880.0,895.9500122070312,875.3499755859375,891.9000244140625,891.9000244140625,177065
2021-12-09,899.75,902.4500122070312,884.2000122070312,893.9000244140625,893.9000244140625,129004
2021-12-10,895.0,898.2000122070312,880.7000122070312,891.25,891.25,220920
2021-12-13,895.7000122070312,916.75,889.3499755859375,902.2000122070312,902.2000122070312,255484
2021-12-14,903.0,923.7999877929688,890.4500122070312,908.9500122070312,908.9500122070312,320083
2021-12-15,913.8499755859375,914.9500122070312,896.4500122070312,902.5,902.5,169032
2021-12-16,908.3499755859375,908.4500122070312,873.0,874.9500122070312,874.9500122070312,284547
2021-12-17,874.9000244140625,878.1500244140625,857.2999877929688,866.2000122070312,866.2000122070312,321757
2021-12-20,858.0,858.0,820.0499877929688,827.7999877929688,827.7999877929688,457179
2021-12-21,830.0,844.2000122070312,817.2999877929688,839.3499755859375,839.3499755859375,472418
2021-12-22,835.5499877929688,864.9500122070312,834.0,848.4000244140625,848.4000244140625,191723
2021-12-23,857.0,857.2000122070312,842.3499755859375,849.5999755859375,849.5999755859375,231194
2021-12-24,850.0,856.2999877929688,835.5499877929688,839.4000244140625,839.4000244140625,235778
2021-12-27,837.0,858.4500122070312,825.2999877929688,854.9500122070312,854.9500122070312,309517
2021-12-28,861.0,880.0,854.9500122070312,869.7999877929688,869.7999877929688,272288
2021-12-29,870.0,889.5999755859375,861.9000244140625,885.6500244140625,885.6500244140625,173275
2021-12-30,900.0,900.4000244140625,855.0,861.2999877929688,861.2999877929688,220367
2021-12-31,867.2999877929688,897.0,863.25,888.2999877929688,888.2999877929688,178100
2022-01-03,887.5,887.6500244140625,878.0,879.7999877929688,879.7999877929688,136008
2022-01-04,884.0,884.5,874.0,874.9000244140625,874.9000244140625,98033
2022-01-05,863.5499877929688,880.9000244140625,863.5499877929688,875.0,875.0,156066
2022-01-06,874.9500122070312,874.9500122070312,839.0,841.3499755859375,841.3499755859375,508794
2022-01-07,835.5999755859375,857.0999755859375,835.5999755859375,851.2999877929688,851.2999877929688,489401
2022-01-10,854.0,861.7000122070312,848.0,849.75,849.75,229901
2022-01-11,854.0,892.7000122070312,839.0499877929688,869.4500122070312,869.4500122070312,829627
2022-01-12,889.9000244140625,919.7000122070312,885.25,909.3499755859375,909.3499755859375,1367601
2022-01-13,915.0,917.0,901.25,905.5499877929688,905.5499877929688,237875
2022-01-14,908.2000122070312,930.0,889.6500244140625,928.6500244140625,928.6500244140625,420993
2022-01-17,933.25,951.0,913.7000122070312,942.5,942.5,294658
2022-01-18,950.0,950.0,915.0,923.25,923.25,274338
2022-01-19,915.75,947.0,915.75,939.9500122070312,939.9500122070312,789781
2022-01-20,940.5999755859375,942.0,930.3499755859375,939.9000244140625,939.9000244140625,245967
2022-01-21,936.5999755859375,936.5999755859375,900.0999755859375,915.8499755859375,915.8499755859375,363805
2022-01-24,906.0,912.0,878.2000122070312,900.6500244140625,900.6500244140625,499297
2022-01-25,890.0,893.2999877929688,857.4500122070312,872.7000122070312,872.7000122070312,692777
2022-01-27,872.8499755859375,885.0,845.0999755859375,864.0,864.0,599462
2022-01-28,875.0999755859375,901.0499877929688,870.7000122070312,886.5,886.5,388382
2022-01-31,889.8499755859375,911.7999877929688,883.1500244140625,904.8499755859375,904.8499755859375,277297
2022-02-01,911.0,922.0,896.2999877929688,917.75,917.75,194342
2022-02-02,924.9500122070312,943.0,915.75,940.6500244140625,940.6500244140625,463277
2022-02-03,932.0,948.8499755859375,910.0999755859375,945.7000122070312,945.7000122070312,1106746
2022-02-04,946.0,954.25,927.0499877929688,950.2000122070312,950.2000122070312,327150
2022-02-07,950.2000122070312,957.6500244140625,926.4000244140625,941.4500122070312,941.4500122070312,255876
2022-02-08,941.0499877929688,953.2000122070312,940.0,945.6500244140625,945.6500244140625,435785
2022-02-09,951.0,951.0,914.5999755859375,927.2000122070312,927.2000122070312,385245
2022-02-10,927.2000122070312,927.5,886.2999877929688,891.3499755859375,891.3499755859375,769298
2022-02-11,896.0,940.9000244140625,891.3499755859375,936.5,936.5,693127
2022-02-14,929.4500122070312,940.0,898.7000122070312,911.2999877929688,911.2999877929688,516089
2022-02-15,909.0,939.5999755859375,905.0,912.3499755859375,912.3499755859375,506370
2022-02-16,918.0999755859375,942.0,918.0999755859375,939.0499877929688,939.0499877929688,317549
2022-02-17,935.0,951.0,927.0,930.6500244140625,930.6500244140625,344025
2022-02-18,930.5,959.9000244140625,925.75,953.7999877929688,953.7999877929688,510780
2022-02-21,956.5,969.0,930.0,940.2000122070312,940.2000122070312,416175
2022-02-22,923.0,933.2000122070312,911.25,917.5499877929688,917.5499877929688,287809
2022-02-23,925.0,937.0,916.0,921.6500244140625,921.6500244140625,258116
2022-02-24,885.0,907.3499755859375,879.6500244140625,884.6500244140625,884.6500244140625,580938
2022-02-25,887.0,939.3499755859375,887.0,932.2000122070312,932.2000122070312,223434
2022-02-28,930.0,951.0,918.0,945.5,945.5,264910
2022-03-02,945.0,1014.7999877929688,933.0499877929688,975.8499755859375,975.8499755859375,1550652
2022-03-03,983.0,1011.0,976.1500244140625,984.2999877929688,984.2999877929688,704472
2022-03-04,980.9000244140625,980.9000244140625,921.0,931.4000244140625,931.4000244140625,228934
2022-03-07,911.5,914.4000244140625,875.4000244140625,904.7000122070312,904.7000122070312,535319
2022-03-08,912.8499755859375,925.0,901.25,910.5,910.5,305183
2022-03-09,916.7999877929688,916.8499755859375,894.0999755859375,906.0,906.0,564436
2022-03-10,923.9000244140625,938.9000244140625,910.0,922.4000244140625,922.4000244140625,591466
2022-03-11,918.0,922.75,902.25,910.3499755859375,910.3499755859375,499691
2022-03-14,910.3499755859375,910.3499755859375,892.0,899.4000244140625,899.4000244140625,434891
2022-03-15,904.4000244140625,934.7000122070312,890.25,925.0,925.0,560542
2022-03-16,937.0999755859375,948.5499877929688,927.5999755859375,940.7999877929688,940.7999877929688,258148
2022-03-17,955.0,966.0,915.0499877929688,948.9000244140625,948.9000244140625,910821
2022-03-21,939.9500122070312,954.0,920.6500244140625,943.2999877929688,943.2999877929688,444168
2022-03-22,948.0,979.0,944.0499877929688,960.5999755859375,960.5999755859375,616992
2022-03-23,964.0,989.9000244140625,962.6500244140625,986.0499877929688,986.0499877929688,451883
2022-03-24,982.0,986.5999755859375,960.0,969.0,969.0,269968
2022-03-25,970.0,976.0,950.0,957.5999755859375,957.5999755859375,308434
2022-03-28,959.9000244140625,960.0,925.0,938.7999877929688,938.7999877929688,516828
2022-03-29,938.7999877929688,944.9500122070312,929.0,934.0499877929688,934.0499877929688,326409
2022-03-30,938.4000244140625,983.7000122070312,937.4000244140625,960.7999877929688,960.7999877929688,322950
2022-03-31,973.0,973.0,931.0499877929688,941.2999877929688,941.2999877929688,318671
2022-04-01,935.0,959.3499755859375,931.75,938.9000244140625,938.9000244140625,446690
2022-04-04,945.7999877929688,957.7000122070312,941.1500244140625,952.25,952.25,385873
2022-04-05,956.4000244140625,964.0,944.0,954.5499877929688,954.5499877929688,500799
2022-04-06,955.0,980.0,946.8499755859375,973.4500122070312,973.4500122070312,509463
2022-04-07,982.1500244140625,999.0,950.25,960.2000122070312,960.2000122070312,793384
2022-04-08,972.5999755859375,982.1500244140625,955.0,962.25,962.25,283586
2022-04-11,969.5,969.5,951.0,953.0499877929688,953.0499877929688,354840
2022-04-12,954.0,994.2999877929688,945.0999755859375,983.9000244140625,983.9000244140625,1049192
2022-04-13,995.0,1050.8499755859375,994.0,1011.0499877929688,1011.0499877929688,1352062
